from_postcode,BR68ND,CR77YE,E111NR,E11FR,E138SL,E96SR,EN53DJ,HA13UJ,KT27QB,N181QX,NW12BU,NW32QG,RM70AG,SE136LH,SE17EH,SE59RS,SM51AA,SW109NH,SW170QT,TW76AF,UB83NN,W68RF
Tower Hamlets 015E,26.8051,18.0439,13.559,1.9817,8.7612,8.7612,28.9954,24.6148,22.4245,12.2031,6.4666,9.6999,21.6944,11.473,6.4666,9.0741,20.4428,11.473,15.5407,23.0503,33.5846,13.559
Tower Hamlets 016A,25.2406,18.774,11.9945,1.2516,7.1967,7.1967,31.1857,26.9094,23.1546,20.7557,8.7612,11.9945,20.2342,13.559,7.1967,9.6999,21.1729,13.2461,16.1665,24.8234,35.8792,15.3321
Tower Hamlets 016B,25.3449,18.1482,14.4977,1.043,7.301,9.6999,30.6642,26.3879,22.6331,23.2589,8.1354,11.3687,20.3385,13.6633,6.5709,9.1784,20.6514,12.6203,15.645,24.3019,35.3577,14.8106
Tower Hamlets 016C,24.8234,18.5654,13.9762,1.6688,6.7795,9.1784,31.0814,26.7008,22.946,22.7374,8.5526,11.7859,19.817,13.1418,6.9881,9.4913,20.9643,13.0375,15.9579,24.6148,35.6706,15.2278
Tower Hamlets 016D,26.4922,18.774,11.5773,1.2516,8.7612,6.7795,31.29,26.9094,23.1546,20.3385,8.7612,11.9945,21.6944,14.8106,7.1967,9.6999,21.1729,13.2461,16.1665,24.8234,35.8792,15.4364
Tower Hamlets 017A,25.9707,17.731,12.2031,0.2086,7.8225,7.5096,30.247,25.8664,22.1116,20.9643,7.7182,10.9515,20.86,14.1848,6.1537,8.6569,20.1299,12.2031,15.1235,23.7804,34.8362,14.3934
Tower Hamlets 017B,25.6578,18.0439,12.3074,0.6258,7.5096,7.6139,30.5599,26.1793,22.4245,21.0686,8.0311,11.2644,20.5471,13.8719,6.4666,9.0741,20.5471,12.516,15.5407,24.1976,35.2534,14.7063
Tower Hamlets 017C,25.7621,18.2525,11.9945,0.7301,7.7182,7.301,30.7685,26.3879,22.6331,20.7557,8.2397,11.473,20.6514,14.0805,6.6752,9.2827,20.7557,12.7246,15.7493,24.4062,35.462,14.9149
Tower Hamlets 017D,25.5535,17.731,14.602,0.6258,7.4053,9.9085,30.247,25.9707,22.2159,13.559,7.7182,10.9515,20.4428,13.7676,6.1537,8.7612,20.2342,12.3074,15.2278,23.8847,34.9405,14.3934
Tower Hamlets 018A,22.5288,22.3202,11.1601,5.3193,3.3376,6.4666,35.6706,30.3513,26.7008,23.1546,12.2031,15.4364,16.2708,10.8472,10.7429,13.2461,24.7191,15.7493,19.7127,27.4309,39.5297,17.9396
Tower Hamlets 018B,22.8417,21.7987,11.8902,4.7978,4.7978,7.1967,33.1674,29.8298,26.1793,20.6514,11.6816,14.9149,17.731,11.1601,10.2214,12.8289,24.1976,15.3321,19.2955,26.9094,39.0082,17.4181
Tower Hamlets 018C,23.0503,22.8417,10.6386,5.3193,5.3193,5.9451,31.9158,30.9771,27.3266,19.3998,12.8289,16.0622,18.2525,11.3687,11.2644,13.8719,25.3449,16.3751,20.3385,27.9524,40.0512,18.5654
Tower Hamlets 018D,23.1546,22.1116,10.8472,5.5279,5.0064,6.1537,32.1244,30.1427,26.4922,19.6084,11.9945,15.2278,18.0439,11.3687,10.5343,13.0375,24.5105,15.5407,19.5041,27.2223,39.3211,17.731
Tower Hamlets 019A,24.9277,19.9213,11.3687,1.7731,6.8838,6.5709,32.6459,27.4309,24.3019,20.1299,9.2827,12.516,19.817,13.2461,8.344,10.9515,22.3202,13.4547,17.4181,25.032,36.4007,15.5407
Tower Hamlets 019B,24.5105,19.7127,11.6816,2.086,6.4666,6.9881,32.0201,27.6395,24.0933,20.4428,9.4913,12.7246,19.3998,12.8289,8.1354,10.7429,22.1116,13.2461,17.2095,24.8234,36.9222,15.3321
Tower Hamlets 019C,24.1976,19.5041,13.3504,2.5032,6.1537,8.5526,31.9158,27.5352,23.8847,22.1116,9.387,12.6203,19.1912,12.516,7.9268,10.5343,21.903,13.0375,17.0009,24.6148,36.7136,15.1235
Tower Hamlets 019D,24.6148,19.2955,13.6633,1.7731,6.5709,8.9698,31.3943,27.118,23.6761,22.4245,8.8655,12.0988,19.5041,12.9332,7.7182,10.2214,21.6944,12.7246,16.688,24.4062,36.505,14.9149
Tower Hamlets 020A,22.4245,22.3202,11.1601,5.3193,3.7548,6.3623,32.4373,30.3513,26.7008,19.9213,12.0988,15.3321,16.688,10.7429,10.6386,13.2461,24.7191,15.7493,19.7127,27.3266,39.5297,17.9396
Tower Hamlets 020B,22.7374,20.86,11.7859,3.8591,4.6935,7.0924,33.0631,28.8911,25.2406,20.5471,10.6386,13.8719,17.6267,11.0558,9.1784,11.7859,23.2589,14.2891,18.2525,25.8664,38.0695,16.4794
Tower Hamlets 020C,22.4245,21.3815,11.1601,4.3806,4.3806,6.4666,32.4373,29.4126,25.8664,19.9213,11.2644,14.4977,17.4181,10.7429,9.8042,12.4117,23.8847,14.9149,18.8783,26.4922,38.591,17.1052
Tower Hamlets 020D,23.4675,21.0686,10.9515,4.0677,5.4236,6.1537,32.2287,29.0997,25.4492,19.7127,10.9515,14.1848,18.4611,11.7859,9.4913,12.0988,23.5718,14.602,18.5654,26.1793,38.2781,16.7923
Tower Hamlets 021A,26.075,17.6267,13.2461,1.4602,8.0311,8.4483,29.9341,25.5535,22.0073,13.1418,7.4053,10.6386,20.9643,14.2891,6.0494,8.6569,20.1299,11.1601,15.1235,22.7374,34.5233,13.3504
Tower Hamlets 021C,25.8664,17.4181,12.8289,0.9387,7.7182,8.0311,29.8298,25.5535,21.7987,13.1418,7.4053,10.6386,20.7557,14.0805,5.8408,8.344,19.817,11.8902,14.8106,23.4675,34.5233,14.0805
Tower Hamlets 021D,26.1793,17.1052,12.9332,1.3559,8.1354,8.2397,29.6212,25.3449,21.5901,12.9332,7.0924,10.3257,21.1729,14.4977,5.5279,8.1354,19.6084,11.6816,14.602,23.2589,34.3147,13.7676
Tower Hamlets 021E,26.1793,17.1052,12.9332,1.3559,8.1354,8.2397,29.6212,25.3449,21.5901,12.9332,7.0924,10.3257,21.1729,14.4977,5.5279,8.1354,19.6084,11.6816,14.602,23.2589,34.3147,13.7676
Tower Hamlets 021F,26.2836,17.4181,13.559,1.6688,8.2397,8.8655,29.7255,25.4492,21.7987,13.0375,7.1967,10.43,21.2772,14.602,5.8408,8.344,19.817,10.8472,14.8106,22.5288,34.6276,13.0375
Tower Hamlets 022A,25.3449,17.9396,14.4977,1.043,7.301,9.6999,30.4556,26.075,22.3202,23.2589,7.9268,11.1601,20.3385,13.6633,6.3623,8.8655,20.3385,12.4117,15.3321,23.989,35.0448,14.602
Tower Hamlets 022B,25.032,18.5654,14.0805,1.8774,6.9881,9.387,31.29,26.9094,22.946,22.8417,8.7612,11.9945,19.9213,13.3504,6.8838,9.4913,20.9643,11.9945,15.9579,23.5718,35.7749,14.1848
Tower Hamlets 022C,25.7621,17.731,14.8106,1.1473,7.7182,10.1171,30.247,25.8664,22.1116,13.559,7.7182,10.9515,20.6514,14.0805,6.1537,8.7612,20.2342,11.473,15.2278,23.0503,34.9405,13.6633
Tower Hamlets 022D,24.9277,18.4611,13.9762,1.4602,6.7795,9.2827,30.8728,26.4922,22.8417,22.7374,8.344,11.5773,19.817,13.1418,6.8838,9.4913,20.86,11.9945,15.9579,23.5718,35.5663,14.0805
Tower Hamlets 023A,23.8847,19.817,13.0375,2.8161,5.8408,8.344,32.1244,27.8481,24.1976,21.7987,9.6999,12.9332,18.8783,12.2031,8.2397,10.7429,22.2159,13.2461,17.2095,24.9277,37.0265,15.4364
Tower Hamlets 023B,23.7804,19.5041,12.9332,2.5032,5.7365,8.1354,31.8115,27.5352,23.8847,21.6944,9.387,12.6203,18.774,12.0988,7.9268,10.43,21.903,12.9332,16.8966,24.6148,36.7136,15.1235
Tower Hamlets 023C,23.6761,20.2342,12.8289,3.2333,5.6322,8.0311,34.1061,28.2653,24.6148,21.5901,10.0128,13.2461,18.6697,11.9945,8.6569,11.1601,22.6331,13.6633,17.6267,25.2406,37.4437,15.8536
Tower Hamlets 023D,23.989,20.5471,13.1418,3.5462,5.8408,8.344,34.419,28.5782,24.9277,21.903,10.43,13.6633,18.774,12.3074,8.9698,11.473,22.946,14.0805,17.9396,25.6578,37.7566,16.1665
Tower Hamlets 024A,23.4675,20.0256,12.516,3.0247,5.3193,7.8225,33.7932,28.0567,24.4062,21.2772,9.9085,13.1418,18.3568,11.6816,8.4483,10.9515,22.4245,13.559,17.4181,25.1363,37.2351,15.645
Tower Hamlets 024B,23.0503,20.4428,12.2031,3.4419,5.0064,7.4053,33.4803,28.4739,24.8234,20.9643,10.3257,13.559,18.0439,11.3687,8.8655,11.473,22.8417,13.9762,17.9396,25.5535,37.6523,16.0622
Tower Hamlets 024C,22.8417,20.7557,11.9945,3.7548,4.7978,7.1967,33.2717,28.7868,25.1363,20.7557,10.5343,13.7676,17.8353,11.1601,9.0741,11.6816,23.1546,14.1848,18.1482,25.7621,37.9652,16.3751
Tower Hamlets 024D,22.5288,20.86,11.6816,3.8591,4.4849,6.8838,32.9588,28.8911,25.2406,20.4428,10.7429,13.9762,17.5224,10.8472,9.2827,11.7859,23.2589,14.3934,18.2525,25.9707,38.0695,16.4794
Tower Hamlets 025B,26.2836,17.8353,15.4364,1.7731,8.2397,10.6386,30.4556,26.1793,22.2159,13.7676,8.0311,11.2644,21.1729,14.602,6.258,8.7612,20.2342,11.3687,15.2278,22.946,35.0448,13.4547
Tower Hamlets 025C,25.6578,18.3568,14.8106,1.5645,7.6139,10.0128,30.9771,26.5965,22.7374,23.5718,8.4483,11.6816,20.6514,13.9762,6.7795,9.2827,20.7557,11.8902,15.7493,23.4675,35.6706,13.9762
Tower Hamlets 025D,24.9277,18.3568,13.9762,1.7731,6.7795,9.2827,31.0814,26.8051,22.7374,22.7374,8.6569,11.8902,19.817,13.1418,6.7795,9.387,20.86,11.8902,15.8536,23.4675,35.5663,14.0805
Tower Hamlets 025E,23.8847,19.2955,13.0375,2.2946,5.8408,8.2397,31.6029,27.3266,23.6761,21.7987,9.1784,12.4117,18.8783,12.2031,7.7182,10.2214,21.6944,12.7246,16.688,24.4062,36.505,14.9149
Tower Hamlets 025F,24.4062,19.0869,13.4547,1.7731,6.3623,8.7612,31.1857,26.9094,23.4675,22.2159,8.6569,11.8902,19.2955,12.7246,7.5096,10.0128,21.4858,12.516,16.4794,24.1976,36.2964,14.7063
Tower Hamlets 026A,27.118,17.6267,16.2708,3.0247,9.0741,11.473,31.1857,26.9094,22.0073,14.4977,8.7612,11.9945,22.1116,11.3687,6.0494,8.5526,20.0256,11.1601,15.0192,22.7374,34.8362,13.2461
Tower Hamlets 026B,26.2836,16.8966,15.4364,2.1903,8.2397,10.6386,30.4556,26.1793,21.2772,13.7676,8.0311,11.1601,21.2772,10.6386,5.215,7.8225,19.2955,10.3257,14.2891,21.903,34.1061,12.516
Tower Hamlets 026C,26.7008,17.731,13.8719,2.086,8.6569,9.0741,30.6642,26.3879,22.1116,13.9762,8.1354,11.3687,21.5901,11.473,6.1537,8.6569,20.1299,11.1601,15.1235,22.8417,34.9405,13.3504
Tower Hamlets 026D,25.9707,17.731,15.1235,2.086,7.9268,10.3257,31.3943,27.0137,22.1116,23.8847,8.8655,12.0988,20.9643,14.2891,6.1537,8.6569,20.1299,11.2644,15.1235,22.8417,34.9405,13.3504
Tower Hamlets 027A,26.3879,18.1482,15.5407,2.5032,8.344,10.7429,31.8115,27.4309,22.5288,24.3019,9.2827,12.516,21.3815,14.7063,6.5709,9.1784,20.5471,11.6816,15.645,23.2589,35.3577,13.7676
Tower Hamlets 027B,27.118,17.3138,16.1665,3.5462,9.0741,11.473,30.9771,26.7008,21.6944,14.2891,8.5526,11.7859,22.0073,10.6386,5.7365,8.2397,19.7127,10.8472,14.7063,22.5288,34.6276,13.0375
Tower Hamlets 027C,25.5535,18.2525,14.7063,2.1903,7.5096,9.9085,31.8115,27.5352,22.6331,23.4675,9.387,12.6203,20.5471,13.8719,6.6752,9.1784,20.6514,11.6816,15.645,23.3632,35.462,13.8719
Tower Hamlets 028A,23.8847,22.6331,12.9332,5.7365,5.5279,8.2397,34.2104,30.7685,27.0137,21.6944,12.6203,15.7493,18.4611,12.0988,11.0558,13.6633,25.032,16.1665,20.1299,27.7438,39.8426,18.2525
Tower Hamlets 028B,22.946,22.2159,12.0988,5.0064,4.7978,7.301,33.376,30.0384,26.5965,20.86,11.8902,15.1235,17.731,11.2644,10.6386,13.2461,24.6148,15.7493,19.7127,27.3266,39.4254,17.8353
Tower Hamlets 028D,23.4675,22.2159,12.516,5.3193,5.1107,7.8225,33.7932,30.3513,26.7008,21.2772,12.2031,15.4364,18.0439,11.6816,10.6386,13.2461,24.7191,15.7493,19.7127,27.3266,39.4254,17.9396
Tower Hamlets 028E,22.5288,21.7987,11.6816,4.5892,4.3806,6.8838,32.9588,29.6212,26.2836,20.4428,11.473,14.7063,17.4181,10.8472,10.2214,12.8289,24.3019,15.3321,19.2955,26.9094,39.0082,17.5224
Tower Hamlets 028F,22.5288,21.7987,11.6816,4.5892,4.3806,6.8838,32.9588,29.6212,26.2836,20.4428,11.473,14.7063,17.4181,10.8472,10.2214,12.8289,24.3019,15.3321,19.2955,26.9094,39.0082,17.5224
Tower Hamlets 028G,22.3202,22.1116,11.8902,5.1107,3.4419,7.1967,33.1674,30.1427,26.4922,20.6514,11.9945,15.2278,16.4794,10.5343,10.5343,13.1418,24.6148,15.645,19.6084,27.2223,39.3211,17.8353
Tower Hamlets 028H,23.0503,21.903,12.2031,4.9021,4.6935,7.4053,33.4803,29.9341,26.2836,20.9643,11.7859,15.0192,17.731,11.3687,10.3257,12.8289,24.3019,15.3321,19.2955,27.0137,39.1125,17.5224
Tower Hamlets 028I,23.0503,21.903,12.2031,4.9021,4.6935,7.4053,33.4803,29.9341,26.2836,20.9643,11.7859,15.0192,17.731,11.3687,10.3257,12.8289,24.3019,15.3321,19.2955,27.0137,39.1125,17.5224
Tower Hamlets 030A,23.7804,22.6331,12.9332,5.7365,5.5279,8.1354,34.2104,30.7685,27.0137,21.6944,12.516,15.7493,18.4611,12.0988,11.0558,13.559,25.032,16.1665,20.1299,27.7438,39.8426,18.2525
Tower Hamlets 030B,24.5105,23.3632,13.559,6.3623,6.1537,8.8655,34.9405,31.3943,27.7438,22.3202,13.2461,16.4794,19.1912,12.8289,11.6816,14.2891,25.7621,16.7923,20.7557,28.3696,40.5727,18.9826
Tower Hamlets 030C,25.032,23.8847,14.1848,6.9881,6.7795,9.387,35.462,32.0201,28.2653,22.946,13.7676,17.0009,19.7127,13.3504,12.3074,14.8106,26.2836,17.4181,21.2772,28.9954,41.0942,19.5041
Tower Hamlets 030D,24.7191,23.4675,13.7676,6.5709,6.3623,9.0741,35.0448,31.6029,27.9524,22.5288,13.4547,16.688,19.3998,13.0375,11.8902,14.4977,25.9707,17.0009,20.9643,28.5782,40.677,19.1912
Tower Hamlets 031A,26.075,22.2159,15.2278,5.7365,7.9268,10.43,35.0448,30.7685,26.5965,23.989,12.6203,15.8536,20.86,14.3934,10.6386,13.1418,24.6148,15.645,19.6084,27.3266,39.4254,17.8353
Tower Hamlets 031B,26.075,22.5288,15.2278,6.0494,7.7182,10.43,36.505,31.1857,27.0137,23.989,12.9332,16.1665,20.7557,14.3934,10.9515,13.559,25.032,16.0622,20.0256,27.6395,39.7383,18.2525
Tower Hamlets 031C,25.7621,22.6331,14.9149,6.1537,7.4053,10.1171,36.1921,31.1857,27.0137,23.6761,13.0375,16.2708,20.4428,14.0805,11.0558,13.559,25.032,16.0622,20.0256,27.7438,39.8426,18.2525
Tower Hamlets 031D,25.3449,22.4245,14.3934,5.9451,6.9881,9.6999,35.6706,30.9771,26.9094,23.1546,12.8289,16.0622,20.0256,13.6633,10.8472,13.4547,24.9277,15.9579,19.9213,27.5352,39.634,18.1482
Tower Hamlets 031F,25.6578,21.7987,14.8106,5.3193,7.5096,10.0128,34.6276,30.3513,26.1793,23.5718,12.2031,15.3321,20.4428,13.9762,10.2214,12.7246,24.1976,15.2278,19.1912,26.8051,39.0082,17.4181
Tower Hamlets 031G,25.6578,21.7987,14.8106,5.3193,7.5096,10.0128,34.6276,30.3513,26.1793,23.5718,12.2031,15.3321,20.4428,13.9762,10.2214,12.7246,24.1976,15.2278,19.1912,26.8051,39.0082,17.4181
Tower Hamlets 032A,25.2406,21.3815,14.3934,4.9021,7.0924,9.5956,34.2104,29.9341,25.7621,23.1546,11.7859,15.0192,20.0256,13.559,9.8042,12.3074,23.7804,14.8106,18.774,26.4922,38.591,17.0009
Tower Hamlets 032B,25.032,21.0686,14.0805,4.5892,6.7795,9.387,34.0018,29.6212,25.4492,22.8417,11.473,14.7063,19.817,13.2461,9.4913,12.0988,23.5718,14.602,18.5654,26.1793,38.2781,16.7923
Tower Hamlets 032C,25.032,21.0686,14.0805,4.5892,6.7795,9.387,34.0018,29.6212,25.4492,22.8417,11.473,14.7063,19.817,13.2461,9.4913,12.0988,23.5718,14.602,18.5654,26.1793,38.2781,16.7923
Tower Hamlets 032D,23.989,22.8417,13.1418,5.8408,5.6322,8.344,34.419,30.8728,27.2223,21.903,12.7246,15.9579,18.6697,12.3074,11.2644,13.7676,25.2406,16.2708,20.2342,27.9524,40.0512,18.4611
Tower Hamlets 032E,25.4492,21.4858,14.4977,5.0064,7.1967,9.8042,34.419,30.0384,25.9707,23.2589,11.8902,15.1235,20.2342,13.7676,9.9085,12.516,23.989,15.0192,18.9826,26.5965,38.6953,17.2095
Tower Hamlets 033A,23.7804,20.7557,12.8289,4.3806,5.4236,8.1354,34.1061,29.4126,25.2406,21.5901,11.1601,14.3934,18.4611,11.9945,9.1784,11.7859,23.2589,14.2891,18.2525,25.8664,38.0695,16.4794
Tower Hamlets 033B,23.8847,21.3815,13.0375,4.9021,5.5279,8.2397,34.3147,29.9341,25.7621,21.7987,11.7859,15.0192,18.5654,12.2031,9.8042,12.3074,23.7804,14.9149,18.774,26.4922,38.591,17.0009
Tower Hamlets 033C,25.032,21.0686,14.0805,4.5892,6.7795,9.387,34.0018,29.6212,25.4492,22.8417,11.473,14.7063,19.817,13.2461,9.4913,12.0988,23.5718,14.602,18.5654,26.1793,38.2781,16.7923
Tower Hamlets 033D,24.5105,20.6514,13.6633,4.172,6.3623,8.8655,33.4803,29.204,25.032,22.4245,11.0558,14.2891,19.2955,12.8289,9.0741,11.5773,23.0503,14.0805,18.0439,25.7621,37.8609,16.2708
Waltham Forest 001A,42.5544,39.9469,10.2214,22.4245,22.6331,18.1482,27.2223,30.9771,43.806,7.4053,19.9213,23.0503,23.5718,30.8728,24.3019,30.8728,42.3458,27.2223,37.3394,37.7566,43.1802,38.2781
Waltham Forest 001B,41.72,39.1125,9.387,21.5901,21.7987,17.2095,26.3879,30.0384,42.9716,6.4666,19.0869,22.1116,22.6331,30.0384,23.4675,30.0384,41.5114,26.3879,36.505,36.9222,42.3458,37.3394
Waltham Forest 001C,39.5297,36.9222,7.9268,19.3998,20.4428,15.1235,27.118,30.8728,43.7017,7.1967,19.817,22.8417,20.7557,27.8481,24.1976,27.8481,39.3211,27.118,34.3147,37.6523,43.0759,38.0695
Waltham Forest 001D,39.7383,37.1308,7.4053,19.6084,19.9213,15.3321,18.3568,29.4126,42.2415,5.8408,18.4611,21.4858,20.7557,28.0567,22.7374,28.161,39.5297,25.6578,34.6276,36.2964,41.6157,36.7136
Waltham Forest 001E,39.5297,36.9222,8.1354,19.3998,20.6514,15.1235,27.3266,30.1427,43.0759,6.5709,19.1912,22.2159,21.4858,27.8481,23.4675,27.8481,39.3211,26.3879,34.3147,37.0265,42.3458,37.4437
Waltham Forest 002A,39.2168,36.6093,7.6139,19.0869,20.1299,14.8106,28.2653,31.4986,44.4318,7.9268,20.5471,23.5718,20.4428,27.5352,25.032,27.5352,39.0082,27.8481,34.0018,38.3824,43.806,38.7996
Waltham Forest 002B,38.4867,35.8792,6.8838,18.3568,19.3998,14.0805,28.8911,32.333,45.2662,8.7612,21.3815,24.4062,19.3998,26.8051,24.3019,26.8051,38.2781,28.5782,33.2717,39.2168,44.5361,39.634
Waltham Forest 002C,39.0082,36.4007,7.4053,18.8783,19.9213,14.602,28.0567,31.29,44.2232,7.7182,20.3385,23.3632,20.2342,27.3266,24.8234,27.3266,38.7996,27.5352,33.7932,38.1738,43.4931,38.591
Waltham Forest 002D,39.0082,36.4007,7.4053,18.8783,19.9213,14.602,28.0567,30.247,43.1802,6.6752,19.2955,22.3202,20.2342,27.3266,23.5718,27.3266,38.7996,26.4922,33.7932,37.1308,42.4501,37.548
Waltham Forest 002E,38.591,35.8792,6.9881,18.4611,19.3998,14.0805,19.6084,30.6642,43.4931,7.0924,19.6084,22.6331,19.7127,26.9094,24.3019,26.9094,38.3824,26.9094,33.376,37.4437,42.8673,37.8609
Waltham Forest 003A,37.4437,34.8362,5.8408,17.3138,18.2525,12.9332,19.0869,30.1427,42.9716,6.5709,19.0869,22.2159,18.5654,25.7621,23.1546,25.7621,37.2351,26.3879,32.2287,36.9222,42.3458,37.4437
Waltham Forest 003B,35.9835,33.2717,4.3806,15.8536,16.7923,11.473,20.2342,31.3943,44.2232,7.7182,20.3385,23.3632,17.1052,24.3019,21.6944,24.3019,35.7749,29.3083,30.7685,38.1738,43.5974,38.591
Waltham Forest 003C,36.8179,34.2104,5.215,16.688,17.731,12.4117,19.5041,30.5599,43.3888,6.9881,19.5041,22.6331,18.0439,25.1363,22.6331,25.1363,36.6093,26.8051,31.6029,37.3394,42.763,37.8609
Waltham Forest 003D,37.8609,35.1491,6.258,17.731,18.6697,13.3504,20.0256,31.0814,43.9103,7.5096,20.1299,23.1546,18.9826,26.075,23.5718,26.1793,37.6523,27.3266,32.6459,37.9652,43.2845,38.3824
Waltham Forest 003E,37.3394,34.7319,5.7365,17.2095,18.2525,12.9332,19.6084,30.6642,43.4931,7.0924,19.6084,22.6331,18.5654,25.6578,23.1546,25.7621,37.1308,26.9094,32.2287,37.4437,42.8673,37.9652
Waltham Forest 004A,38.6953,35.9835,7.0924,18.5654,20.1299,14.1848,18.5654,29.6212,42.5544,6.0494,18.6697,21.6944,19.817,27.0137,22.946,27.0137,38.4867,25.8664,33.4803,36.505,41.8243,36.9222
Waltham Forest 004B,38.1738,35.5663,6.5709,18.0439,19.0869,13.7676,19.0869,30.1427,42.9716,6.5709,19.1912,22.2159,19.3998,26.4922,23.989,26.4922,37.9652,26.3879,32.9588,37.0265,42.3458,37.4437
Waltham Forest 004C,37.8609,35.2534,6.258,17.731,18.6697,13.3504,18.3568,29.5169,42.3458,5.8408,18.4611,21.4858,19.0869,26.1793,23.6761,26.1793,37.6523,25.7621,32.6459,36.2964,41.72,36.7136
Waltham Forest 004D,38.3824,35.7749,6.7795,18.2525,19.1912,13.8719,17.9396,28.9954,41.8243,5.4236,17.9396,21.0686,19.6084,26.7008,22.3202,26.7008,38.1738,25.2406,33.1674,35.7749,41.1985,36.2964
Waltham Forest 004E,38.7996,36.1921,5.4236,18.6697,17.8353,14.3934,19.6084,30.6642,43.4931,7.0924,19.7127,22.7374,18.6697,27.118,24.6148,27.118,38.591,26.9094,33.5846,37.4437,42.8673,37.9652
Waltham Forest 005A,40.1555,37.548,7.8225,20.0256,20.2342,15.645,17.4181,28.5782,41.4071,4.9021,17.5224,20.5471,21.0686,28.4739,21.903,28.4739,39.9469,24.8234,34.9405,35.3577,40.7813,35.7749
Waltham Forest 005B,38.9039,36.2964,6.4666,18.774,18.8783,14.4977,17.4181,28.4739,41.3028,4.9021,17.5224,20.5471,19.817,27.2223,21.7987,27.3266,38.6953,24.7191,33.7932,35.3577,40.677,35.7749
Waltham Forest 005C,36.9222,34.2104,4.5892,16.7923,17.0009,12.4117,19.2955,30.3513,43.1802,6.7795,19.2955,22.4245,17.8353,25.1363,22.6331,25.2406,36.7136,26.5965,31.7072,37.1308,42.5544,37.6523
Waltham Forest 005D,40.0512,37.4437,7.7182,19.9213,20.1299,15.645,17.4181,28.4739,41.3028,4.9021,17.4181,20.4428,21.0686,28.3696,21.7987,28.3696,39.8426,24.7191,34.8362,35.2534,40.677,35.6706
Waltham Forest 005E,39.7383,37.1308,7.4053,19.6084,19.817,15.3321,17.1052,28.161,40.9899,4.5892,17.1052,20.2342,20.7557,28.0567,21.4858,28.0567,39.5297,24.4062,34.5233,34.9405,40.3641,35.462
Waltham Forest 006A,39.3211,36.6093,6.9881,19.1912,19.3998,14.8106,16.5837,27.6395,40.5727,4.0677,16.688,19.7127,20.2342,27.5352,20.9643,27.6395,39.1125,23.8847,34.1061,34.5233,39.8426,34.9405
Waltham Forest 006B,38.6953,35.9835,6.3623,18.5654,18.774,14.1848,15.9579,27.0137,39.9469,3.4419,16.0622,19.0869,19.6084,26.9094,20.3385,27.0137,38.4867,23.2589,33.4803,33.8975,39.2168,34.3147
Waltham Forest 006C,38.2781,35.6706,5.9451,18.1482,18.3568,13.8719,17.9396,28.9954,41.8243,5.4236,18.0439,21.0686,19.2955,26.5965,24.0933,26.5965,38.0695,25.2406,33.0631,35.8792,41.1985,36.2964
Waltham Forest 006D,37.8609,35.2534,5.5279,17.731,17.9396,13.4547,18.6697,29.7255,42.6587,6.1537,18.774,21.7987,18.8783,26.1793,23.6761,26.1793,37.6523,25.9707,32.6459,36.6093,41.9286,37.0265
Waltham Forest 006E,38.591,35.9835,6.258,18.4611,18.6697,14.0805,19.3998,30.4556,43.2845,6.8838,19.3998,22.5288,19.5041,26.9094,24.4062,26.9094,38.3824,26.7008,33.376,37.2351,42.6587,37.7566
Waltham Forest 007A,37.1308,34.5233,4.7978,17.0009,17.2095,12.7246,19.7127,30.7685,43.7017,7.1967,19.817,22.8417,18.1482,25.4492,22.946,25.4492,36.9222,27.118,31.9158,37.6523,43.0759,38.0695
Waltham Forest 007B,35.8792,33.2717,3.5462,15.7493,16.0622,11.473,21.0686,32.1244,44.9533,8.5526,21.1729,24.1976,16.8966,24.1976,21.6944,24.3019,35.6706,29.204,30.7685,39.0082,44.3275,39.4254
Waltham Forest 007C,36.6093,34.0018,4.2763,16.4794,16.7923,12.2031,19.3998,30.5599,43.3888,6.8838,19.5041,22.5288,17.6267,24.9277,22.4245,25.032,36.4007,26.8051,31.4986,37.3394,42.763,37.7566
Waltham Forest 007D,36.0878,33.4803,3.7548,15.9579,16.1665,11.5773,18.9826,30.0384,42.8673,6.4666,19.0869,22.1116,17.0009,24.4062,21.7987,24.4062,35.8792,26.2836,30.8728,36.9222,42.2415,37.3394
Waltham Forest 007E,37.3394,34.7319,5.7365,17.2095,18.2525,12.9332,20.0256,31.0814,43.9103,7.5096,20.0256,23.1546,18.5654,25.6578,23.1546,25.6578,37.1308,27.3266,32.1244,37.8609,43.2845,38.3824
Waltham Forest 007F,37.1308,34.419,4.6935,16.8966,17.2095,12.6203,19.7127,30.7685,43.5974,7.1967,19.817,22.8417,18.0439,25.3449,22.8417,25.4492,36.9222,27.0137,31.9158,37.548,42.9716,38.0695
Waltham Forest 008A,36.0878,33.4803,3.7548,15.9579,16.1665,11.6816,18.4611,29.5169,42.4501,5.9451,18.5654,21.5901,17.0009,24.4062,21.903,24.4062,35.8792,25.7621,30.8728,36.4007,41.72,36.8179
Waltham Forest 008B,37.7566,35.1491,5.4236,17.6267,17.8353,13.2461,18.2525,29.3083,42.1372,5.7365,18.3568,21.3815,18.6697,26.075,23.5718,26.075,37.548,25.5535,32.5416,36.1921,41.5114,36.6093
Waltham Forest 008C,37.0265,34.3147,4.6935,16.8966,17.1052,12.516,18.9826,30.0384,42.8673,6.4666,18.9826,22.1116,17.9396,25.2406,22.7374,25.3449,36.8179,26.2836,31.8115,36.8179,42.2415,37.3394
